Dataset Mhist
    Number of datapoints: 2175
    Root Location: /data/datasets/mhist_dataset
    Transforms (if any): Compose(
                             ToTensor()
                             Normalize(mean=(0.5071, 0.4866, 0.4409), std=(0.267, 0.256, 0.276))
                         )

Dataset Mhist
    Number of datapoints: 977
    Root Location: /data/datasets/mhist_dataset
    Transforms (if any): Compose(
                             ToTensor()
                             Normalize(mean=(0.5071, 0.4866, 0.4409), std=(0.267, 0.256, 0.276))
                         )

********** Fine-tuning teacher model**********
Evaluation at Epoch 0/150, train_(loss, auc, f1, acc) = 0.477, 0.583, 0.297, 0.75, test_(loss, auc, f1, acc) = 0.537, 0.569, 0.266, 0.68
Evaluation at Epoch 21/150, train_(loss, auc, f1, acc) = 0.498, 0.773, 0.681, 0.82, test_(loss, auc, f1, acc) = 0.770, 0.714, 0.635, 0.74
Evaluation at Epoch 22/150, train_(loss, auc, f1, acc) = 0.488, 0.788, 0.696, 0.82, test_(loss, auc, f1, acc) = 0.756, 0.711, 0.635, 0.73
Evaluation at Epoch 23/150, train_(loss, auc, f1, acc) = 0.480, 0.798, 0.706, 0.82, test_(loss, auc, f1, acc) = 0.751, 0.718, 0.645, 0.73
Evaluation at Epoch 24/150, train_(loss, auc, f1, acc) = 0.459, 0.782, 0.695, 0.83, test_(loss, auc, f1, acc) = 0.749, 0.707, 0.625, 0.74
Evaluation at Epoch 25/150, train_(loss, auc, f1, acc) = 0.447, 0.792, 0.704, 0.83, test_(loss, auc, f1, acc) = 0.730, 0.716, 0.640, 0.74
Evaluation at Epoch 26/150, train_(loss, auc, f1, acc) = 0.438, 0.789, 0.706, 0.84, test_(loss, auc, f1, acc) = 0.732, 0.713, 0.633, 0.74
Evaluation at Epoch 27/150, train_(loss, auc, f1, acc) = 0.439, 0.770, 0.684, 0.84, test_(loss, auc, f1, acc) = 0.748, 0.700, 0.609, 0.74
Evaluation at Epoch 28/150, train_(loss, auc, f1, acc) = 0.419, 0.794, 0.715, 0.85, test_(loss, auc, f1, acc) = 0.721, 0.712, 0.630, 0.74
Evaluation at Epoch 29/150, train_(loss, auc, f1, acc) = 0.408, 0.812, 0.730, 0.84, test_(loss, auc, f1, acc) = 0.705, 0.725, 0.652, 0.75
Evaluation at Epoch 30/150, train_(loss, auc, f1, acc) = 0.398, 0.799, 0.721, 0.85, test_(loss, auc, f1, acc) = 0.706, 0.715, 0.635, 0.75
Evaluation at Epoch 31/150, train_(loss, auc, f1, acc) = 0.388, 0.812, 0.734, 0.85, test_(loss, auc, f1, acc) = 0.694, 0.720, 0.645, 0.74
Evaluation at Epoch 32/150, train_(loss, auc, f1, acc) = 0.385, 0.797, 0.722, 0.85, test_(loss, auc, f1, acc) = 0.708, 0.714, 0.632, 0.75
Evaluation at Epoch 33/150, train_(loss, auc, f1, acc) = 0.377, 0.825, 0.745, 0.85, test_(loss, auc, f1, acc) = 0.685, 0.737, 0.668, 0.75
Evaluation at Epoch 34/150, train_(loss, auc, f1, acc) = 0.367, 0.822, 0.744, 0.85, test_(loss, auc, f1, acc) = 0.678, 0.734, 0.665, 0.75
Evaluation at Epoch 35/150, train_(loss, auc, f1, acc) = 0.356, 0.823, 0.750, 0.86, test_(loss, auc, f1, acc) = 0.679, 0.730, 0.657, 0.75
Evaluation at Epoch 36/150, train_(loss, auc, f1, acc) = 0.350, 0.818, 0.748, 0.86, test_(loss, auc, f1, acc) = 0.674, 0.725, 0.648, 0.75
Evaluation at Epoch 37/150, train_(loss, auc, f1, acc) = 0.343, 0.828, 0.758, 0.86, test_(loss, auc, f1, acc) = 0.670, 0.734, 0.663, 0.75
Evaluation at Epoch 38/150, train_(loss, auc, f1, acc) = 0.347, 0.837, 0.758, 0.85, test_(loss, auc, f1, acc) = 0.669, 0.744, 0.679, 0.75
Evaluation at Epoch 39/150, train_(loss, auc, f1, acc) = 0.336, 0.816, 0.753, 0.87, test_(loss, auc, f1, acc) = 0.680, 0.719, 0.638, 0.75
Evaluation at Epoch 40/150, train_(loss, auc, f1, acc) = 0.324, 0.837, 0.767, 0.86, test_(loss, auc, f1, acc) = 0.661, 0.741, 0.674, 0.76
Evaluation at Epoch 41/150, train_(loss, auc, f1, acc) = 0.317, 0.832, 0.769, 0.87, test_(loss, auc, f1, acc) = 0.663, 0.728, 0.653, 0.75
Evaluation at Epoch 42/150, train_(loss, auc, f1, acc) = 0.321, 0.848, 0.774, 0.86, test_(loss, auc, f1, acc) = 0.662, 0.745, 0.680, 0.76
Evaluation at Epoch 43/150, train_(loss, auc, f1, acc) = 0.309, 0.848, 0.780, 0.87, test_(loss, auc, f1, acc) = 0.660, 0.738, 0.670, 0.75
Evaluation at Epoch 44/150, train_(loss, auc, f1, acc) = 0.301, 0.837, 0.776, 0.88, test_(loss, auc, f1, acc) = 0.657, 0.731, 0.658, 0.75
Evaluation at Epoch 45/150, train_(loss, auc, f1, acc) = 0.295, 0.843, 0.784, 0.88, test_(loss, auc, f1, acc) = 0.648, 0.741, 0.672, 0.76
Evaluation at Epoch 46/150, train_(loss, auc, f1, acc) = 0.290, 0.847, 0.790, 0.88, test_(loss, auc, f1, acc) = 0.645, 0.743, 0.675, 0.76
Evaluation at Epoch 47/150, train_(loss, auc, f1, acc) = 0.292, 0.831, 0.775, 0.88, test_(loss, auc, f1, acc) = 0.659, 0.727, 0.650, 0.76
Evaluation at Epoch 48/150, train_(loss, auc, f1, acc) = 0.280, 0.853, 0.796, 0.88, test_(loss, auc, f1, acc) = 0.644, 0.743, 0.674, 0.76
Evaluation at Epoch 49/150, train_(loss, auc, f1, acc) = 0.278, 0.842, 0.788, 0.88, test_(loss, auc, f1, acc) = 0.653, 0.729, 0.655, 0.76
Evaluation at Epoch 50/150, train_(loss, auc, f1, acc) = 0.273, 0.865, 0.809, 0.89, test_(loss, auc, f1, acc) = 0.641, 0.749, 0.683, 0.76
Evaluation at Epoch 51/150, train_(loss, auc, f1, acc) = 0.267, 0.863, 0.809, 0.89, test_(loss, auc, f1, acc) = 0.646, 0.739, 0.669, 0.76
Evaluation at Epoch 52/150, train_(loss, auc, f1, acc) = 0.286, 0.818, 0.765, 0.88, test_(loss, auc, f1, acc) = 0.678, 0.719, 0.635, 0.76
Evaluation at Epoch 53/150, train_(loss, auc, f1, acc) = 0.259, 0.870, 0.817, 0.89, test_(loss, auc, f1, acc) = 0.639, 0.743, 0.676, 0.76
Evaluation at Epoch 54/150, train_(loss, auc, f1, acc) = 0.255, 0.867, 0.814, 0.89, test_(loss, auc, f1, acc) = 0.636, 0.747, 0.680, 0.76
Evaluation at Epoch 55/150, train_(loss, auc, f1, acc) = 0.254, 0.883, 0.829, 0.90, test_(loss, auc, f1, acc) = 0.642, 0.749, 0.685, 0.76
Evaluation at Epoch 56/150, train_(loss, auc, f1, acc) = 0.247, 0.873, 0.824, 0.90, test_(loss, auc, f1, acc) = 0.645, 0.736, 0.666, 0.76
Evaluation at Epoch 57/150, train_(loss, auc, f1, acc) = 0.244, 0.865, 0.818, 0.90, test_(loss, auc, f1, acc) = 0.635, 0.739, 0.669, 0.76
Evaluation at Epoch 58/150, train_(loss, auc, f1, acc) = 0.257, 0.836, 0.790, 0.89, test_(loss, auc, f1, acc) = 0.657, 0.724, 0.645, 0.76
Evaluation at Epoch 59/150, train_(loss, auc, f1, acc) = 0.237, 0.869, 0.822, 0.90, test_(loss, auc, f1, acc) = 0.633, 0.740, 0.671, 0.76
Evaluation at Epoch 60/150, train_(loss, auc, f1, acc) = 0.247, 0.839, 0.795, 0.89, test_(loss, auc, f1, acc) = 0.652, 0.731, 0.655, 0.76
Evaluation at Epoch 61/150, train_(loss, auc, f1, acc) = 0.230, 0.883, 0.838, 0.91, test_(loss, auc, f1, acc) = 0.631, 0.748, 0.681, 0.76
Evaluation at Epoch 62/150, train_(loss, auc, f1, acc) = 0.230, 0.894, 0.844, 0.91, test_(loss, auc, f1, acc) = 0.639, 0.752, 0.688, 0.76
Evaluation at Epoch 63/150, train_(loss, auc, f1, acc) = 0.225, 0.873, 0.830, 0.91, test_(loss, auc, f1, acc) = 0.634, 0.739, 0.669, 0.76
Evaluation at Epoch 64/150, train_(loss, auc, f1, acc) = 0.224, 0.872, 0.832, 0.91, test_(loss, auc, f1, acc) = 0.639, 0.737, 0.666, 0.76
Evaluation at Epoch 65/150, train_(loss, auc, f1, acc) = 0.218, 0.888, 0.846, 0.91, test_(loss, auc, f1, acc) = 0.633, 0.745, 0.678, 0.76
Evaluation at Epoch 66/150, train_(loss, auc, f1, acc) = 0.215, 0.886, 0.845, 0.91, test_(loss, auc, f1, acc) = 0.631, 0.745, 0.677, 0.76
Evaluation at Epoch 67/150, train_(loss, auc, f1, acc) = 0.213, 0.892, 0.850, 0.91, test_(loss, auc, f1, acc) = 0.630, 0.747, 0.680, 0.76
Evaluation at Epoch 68/150, train_(loss, auc, f1, acc) = 0.211, 0.901, 0.859, 0.92, test_(loss, auc, f1, acc) = 0.633, 0.743, 0.677, 0.76
Evaluation at Epoch 69/150, train_(loss, auc, f1, acc) = 0.209, 0.903, 0.861, 0.92, test_(loss, auc, f1, acc) = 0.633, 0.748, 0.683, 0.76
Evaluation at Epoch 70/150, train_(loss, auc, f1, acc) = 0.206, 0.886, 0.847, 0.91, test_(loss, auc, f1, acc) = 0.639, 0.745, 0.677, 0.77
Evaluation at Epoch 71/150, train_(loss, auc, f1, acc) = 0.203, 0.897, 0.858, 0.92, test_(loss, auc, f1, acc) = 0.636, 0.746, 0.680, 0.76
Evaluation at Epoch 72/150, train_(loss, auc, f1, acc) = 0.201, 0.905, 0.864, 0.92, test_(loss, auc, f1, acc) = 0.634, 0.749, 0.684, 0.76
Evaluation at Epoch 73/150, train_(loss, auc, f1, acc) = 0.201, 0.908, 0.865, 0.92, test_(loss, auc, f1, acc) = 0.643, 0.750, 0.686, 0.76
Evaluation at Epoch 74/150, train_(loss, auc, f1, acc) = 0.196, 0.898, 0.866, 0.93, test_(loss, auc, f1, acc) = 0.644, 0.743, 0.674, 0.76
Evaluation at Epoch 75/150, train_(loss, auc, f1, acc) = 0.195, 0.903, 0.869, 0.93, test_(loss, auc, f1, acc) = 0.641, 0.737, 0.668, 0.75
Evaluation at Epoch 76/150, train_(loss, auc, f1, acc) = 0.195, 0.904, 0.868, 0.93, test_(loss, auc, f1, acc) = 0.639, 0.737, 0.668, 0.75
Evaluation at Epoch 77/150, train_(loss, auc, f1, acc) = 0.195, 0.903, 0.867, 0.92, test_(loss, auc, f1, acc) = 0.638, 0.738, 0.669, 0.76
Evaluation at Epoch 78/150, train_(loss, auc, f1, acc) = 0.194, 0.904, 0.868, 0.92, test_(loss, auc, f1, acc) = 0.638, 0.740, 0.671, 0.76
Evaluation at Epoch 79/150, train_(loss, auc, f1, acc) = 0.194, 0.900, 0.865, 0.92, test_(loss, auc, f1, acc) = 0.638, 0.739, 0.670, 0.76
Evaluation at Epoch 80/150, train_(loss, auc, f1, acc) = 0.194, 0.904, 0.867, 0.92, test_(loss, auc, f1, acc) = 0.636, 0.741, 0.674, 0.76
Evaluation at Epoch 81/150, train_(loss, auc, f1, acc) = 0.194, 0.901, 0.865, 0.92, test_(loss, auc, f1, acc) = 0.637, 0.739, 0.670, 0.76
Evaluation at Epoch 82/150, train_(loss, auc, f1, acc) = 0.193, 0.902, 0.867, 0.92, test_(loss, auc, f1, acc) = 0.636, 0.740, 0.672, 0.76
Evaluation at Epoch 83/150, train_(loss, auc, f1, acc) = 0.193, 0.901, 0.865, 0.92, test_(loss, auc, f1, acc) = 0.637, 0.739, 0.670, 0.76
Evaluation at Epoch 84/150, train_(loss, auc, f1, acc) = 0.193, 0.901, 0.865, 0.92, test_(loss, auc, f1, acc) = 0.636, 0.739, 0.670, 0.76
Evaluation at Epoch 85/150, train_(loss, auc, f1, acc) = 0.193, 0.903, 0.868, 0.92, test_(loss, auc, f1, acc) = 0.637, 0.739, 0.669, 0.76
Evaluation at Epoch 86/150, train_(loss, auc, f1, acc) = 0.192, 0.907, 0.871, 0.93, test_(loss, auc, f1, acc) = 0.636, 0.743, 0.676, 0.76
Evaluation at Epoch 87/150, train_(loss, auc, f1, acc) = 0.192, 0.905, 0.869, 0.93, test_(loss, auc, f1, acc) = 0.636, 0.740, 0.672, 0.76
Evaluation at Epoch 88/150, train_(loss, auc, f1, acc) = 0.192, 0.908, 0.872, 0.93, test_(loss, auc, f1, acc) = 0.637, 0.739, 0.671, 0.76
Evaluation at Epoch 89/150, train_(loss, auc, f1, acc) = 0.192, 0.904, 0.868, 0.93, test_(loss, auc, f1, acc) = 0.636, 0.740, 0.671, 0.76
Evaluation at Epoch 90/150, train_(loss, auc, f1, acc) = 0.191, 0.903, 0.868, 0.92, test_(loss, auc, f1, acc) = 0.635, 0.740, 0.672, 0.76
Evaluation at Epoch 91/150, train_(loss, auc, f1, acc) = 0.191, 0.904, 0.868, 0.93, test_(loss, auc, f1, acc) = 0.636, 0.740, 0.672, 0.76
Evaluation at Epoch 92/150, train_(loss, auc, f1, acc) = 0.191, 0.903, 0.867, 0.92, test_(loss, auc, f1, acc) = 0.637, 0.739, 0.669, 0.76
Evaluation at Epoch 93/150, train_(loss, auc, f1, acc) = 0.191, 0.906, 0.870, 0.93, test_(loss, auc, f1, acc) = 0.637, 0.737, 0.668, 0.76
Evaluation at Epoch 94/150, train_(loss, auc, f1, acc) = 0.191, 0.899, 0.864, 0.92, test_(loss, auc, f1, acc) = 0.637, 0.739, 0.669, 0.76
Evaluation at Epoch 95/150, train_(loss, auc, f1, acc) = 0.190, 0.909, 0.873, 0.93, test_(loss, auc, f1, acc) = 0.636, 0.743, 0.676, 0.76
Evaluation at Epoch 96/150, train_(loss, auc, f1, acc) = 0.190, 0.900, 0.865, 0.92, test_(loss, auc, f1, acc) = 0.637, 0.739, 0.669, 0.76
Evaluation at Epoch 97/150, train_(loss, auc, f1, acc) = 0.190, 0.910, 0.875, 0.93, test_(loss, auc, f1, acc) = 0.636, 0.740, 0.672, 0.76
Evaluation at Epoch 98/150, train_(loss, auc, f1, acc) = 0.189, 0.903, 0.869, 0.93, test_(loss, auc, f1, acc) = 0.637, 0.738, 0.669, 0.76
Evaluation at Epoch 99/150, train_(loss, auc, f1, acc) = 0.189, 0.902, 0.867, 0.92, test_(loss, auc, f1, acc) = 0.636, 0.739, 0.669, 0.76
Evaluation at Epoch 100/150, train_(loss, auc, f1, acc) = 0.189, 0.905, 0.871, 0.93, test_(loss, auc, f1, acc) = 0.637, 0.739, 0.669, 0.76
Evaluation at Epoch 101/150, train_(loss, auc, f1, acc) = 0.189, 0.909, 0.874, 0.93, test_(loss, auc, f1, acc) = 0.636, 0.738, 0.669, 0.76
Evaluation at Epoch 102/150, train_(loss, auc, f1, acc) = 0.189, 0.907, 0.873, 0.93, test_(loss, auc, f1, acc) = 0.637, 0.739, 0.670, 0.76
Evaluation at Epoch 103/150, train_(loss, auc, f1, acc) = 0.188, 0.905, 0.871, 0.93, test_(loss, auc, f1, acc) = 0.637, 0.739, 0.669, 0.76
Evaluation at Epoch 104/150, train_(loss, auc, f1, acc) = 0.188, 0.912, 0.878, 0.93, test_(loss, auc, f1, acc) = 0.637, 0.741, 0.673, 0.76
Evaluation at Epoch 105/150, train_(loss, auc, f1, acc) = 0.188, 0.909, 0.874, 0.93, test_(loss, auc, f1, acc) = 0.636, 0.738, 0.669, 0.76
Evaluation at Epoch 106/150, train_(loss, auc, f1, acc) = 0.188, 0.907, 0.872, 0.93, test_(loss, auc, f1, acc) = 0.637, 0.739, 0.669, 0.76
Evaluation at Epoch 107/150, train_(loss, auc, f1, acc) = 0.187, 0.909, 0.874, 0.93, test_(loss, auc, f1, acc) = 0.637, 0.740, 0.671, 0.76
Evaluation at Epoch 108/150, train_(loss, auc, f1, acc) = 0.187, 0.911, 0.877, 0.93, test_(loss, auc, f1, acc) = 0.636, 0.740, 0.672, 0.76
Evaluation at Epoch 109/150, train_(loss, auc, f1, acc) = 0.187, 0.904, 0.870, 0.93, test_(loss, auc, f1, acc) = 0.637, 0.738, 0.669, 0.76
Evaluation at Epoch 110/150, train_(loss, auc, f1, acc) = 0.187, 0.910, 0.876, 0.93, test_(loss, auc, f1, acc) = 0.637, 0.740, 0.671, 0.76
Evaluation at Epoch 111/150, train_(loss, auc, f1, acc) = 0.186, 0.907, 0.872, 0.93, test_(loss, auc, f1, acc) = 0.637, 0.739, 0.670, 0.76
Evaluation at Epoch 112/150, train_(loss, auc, f1, acc) = 0.186, 0.905, 0.872, 0.93, test_(loss, auc, f1, acc) = 0.638, 0.739, 0.669, 0.76
Evaluation at Epoch 113/150, train_(loss, auc, f1, acc) = 0.186, 0.915, 0.881, 0.93, test_(loss, auc, f1, acc) = 0.637, 0.742, 0.675, 0.76
Evaluation at Epoch 114/150, train_(loss, auc, f1, acc) = 0.186, 0.914, 0.880, 0.93, test_(loss, auc, f1, acc) = 0.637, 0.741, 0.674, 0.76
Evaluation at Epoch 115/150, train_(loss, auc, f1, acc) = 0.185, 0.908, 0.875, 0.93, test_(loss, auc, f1, acc) = 0.638, 0.738, 0.669, 0.76
Evaluation at Epoch 116/150, train_(loss, auc, f1, acc) = 0.185, 0.912, 0.878, 0.93, test_(loss, auc, f1, acc) = 0.637, 0.739, 0.670, 0.76
Evaluation at Epoch 117/150, train_(loss, auc, f1, acc) = 0.185, 0.907, 0.874, 0.93, test_(loss, auc, f1, acc) = 0.638, 0.739, 0.669, 0.76
Evaluation at Epoch 118/150, train_(loss, auc, f1, acc) = 0.185, 0.917, 0.882, 0.93, test_(loss, auc, f1, acc) = 0.637, 0.746, 0.679, 0.76
Evaluation at Epoch 119/150, train_(loss, auc, f1, acc) = 0.185, 0.906, 0.873, 0.93, test_(loss, auc, f1, acc) = 0.639, 0.739, 0.669, 0.76
Evaluation at Epoch 120/150, train_(loss, auc, f1, acc) = 0.185, 0.917, 0.882, 0.93, test_(loss, auc, f1, acc) = 0.637, 0.744, 0.678, 0.76
Evaluation at Epoch 121/150, train_(loss, auc, f1, acc) = 0.184, 0.910, 0.876, 0.93, test_(loss, auc, f1, acc) = 0.637, 0.739, 0.669, 0.76
Evaluation at Epoch 122/150, train_(loss, auc, f1, acc) = 0.184, 0.917, 0.882, 0.93, test_(loss, auc, f1, acc) = 0.637, 0.744, 0.678, 0.76
Evaluation at Epoch 123/150, train_(loss, auc, f1, acc) = 0.184, 0.907, 0.876, 0.93, test_(loss, auc, f1, acc) = 0.639, 0.741, 0.671, 0.76
Evaluation at Epoch 124/150, train_(loss, auc, f1, acc) = 0.183, 0.907, 0.874, 0.93, test_(loss, auc, f1, acc) = 0.638, 0.738, 0.669, 0.76
Evaluation at Epoch 125/150, train_(loss, auc, f1, acc) = 0.183, 0.916, 0.882, 0.93, test_(loss, auc, f1, acc) = 0.638, 0.742, 0.675, 0.76
Evaluation at Epoch 126/150, train_(loss, auc, f1, acc) = 0.183, 0.911, 0.877, 0.93, test_(loss, auc, f1, acc) = 0.638, 0.737, 0.668, 0.76
Evaluation at Epoch 127/150, train_(loss, auc, f1, acc) = 0.182, 0.910, 0.876, 0.93, test_(loss, auc, f1, acc) = 0.638, 0.739, 0.669, 0.76
Evaluation at Epoch 128/150, train_(loss, auc, f1, acc) = 0.182, 0.912, 0.878, 0.93, test_(loss, auc, f1, acc) = 0.638, 0.739, 0.669, 0.76
Evaluation at Epoch 129/150, train_(loss, auc, f1, acc) = 0.182, 0.911, 0.878, 0.93, test_(loss, auc, f1, acc) = 0.638, 0.736, 0.666, 0.76
Evaluation at Epoch 130/150, train_(loss, auc, f1, acc) = 0.182, 0.910, 0.877, 0.93, test_(loss, auc, f1, acc) = 0.638, 0.736, 0.666, 0.76
Evaluation at Epoch 131/150, train_(loss, auc, f1, acc) = 0.182, 0.910, 0.877, 0.93, test_(loss, auc, f1, acc) = 0.639, 0.736, 0.666, 0.76
Evaluation at Epoch 132/150, train_(loss, auc, f1, acc) = 0.181, 0.917, 0.884, 0.93, test_(loss, auc, f1, acc) = 0.638, 0.740, 0.672, 0.76
Evaluation at Epoch 133/150, train_(loss, auc, f1, acc) = 0.181, 0.911, 0.878, 0.93, test_(loss, auc, f1, acc) = 0.638, 0.736, 0.666, 0.76
Evaluation at Epoch 134/150, train_(loss, auc, f1, acc) = 0.181, 0.907, 0.875, 0.93, test_(loss, auc, f1, acc) = 0.639, 0.739, 0.669, 0.76
Evaluation at Epoch 135/150, train_(loss, auc, f1, acc) = 0.181, 0.904, 0.873, 0.93, test_(loss, auc, f1, acc) = 0.640, 0.743, 0.674, 0.76
Evaluation at Epoch 136/150, train_(loss, auc, f1, acc) = 0.180, 0.913, 0.880, 0.93, test_(loss, auc, f1, acc) = 0.638, 0.739, 0.669, 0.76
Evaluation at Epoch 137/150, train_(loss, auc, f1, acc) = 0.180, 0.917, 0.884, 0.93, test_(loss, auc, f1, acc) = 0.638, 0.742, 0.675, 0.76
Evaluation at Epoch 138/150, train_(loss, auc, f1, acc) = 0.180, 0.918, 0.884, 0.93, test_(loss, auc, f1, acc) = 0.638, 0.745, 0.679, 0.76
Evaluation at Epoch 139/150, train_(loss, auc, f1, acc) = 0.180, 0.911, 0.880, 0.93, test_(loss, auc, f1, acc) = 0.639, 0.741, 0.671, 0.76
Evaluation at Epoch 140/150, train_(loss, auc, f1, acc) = 0.179, 0.913, 0.881, 0.93, test_(loss, auc, f1, acc) = 0.639, 0.735, 0.665, 0.75
Evaluation at Epoch 141/150, train_(loss, auc, f1, acc) = 0.179, 0.918, 0.885, 0.93, test_(loss, auc, f1, acc) = 0.639, 0.738, 0.669, 0.76
Evaluation at Epoch 142/150, train_(loss, auc, f1, acc) = 0.179, 0.912, 0.882, 0.93, test_(loss, auc, f1, acc) = 0.639, 0.738, 0.669, 0.76
Evaluation at Epoch 143/150, train_(loss, auc, f1, acc) = 0.179, 0.917, 0.884, 0.93, test_(loss, auc, f1, acc) = 0.639, 0.742, 0.675, 0.76
Evaluation at Epoch 144/150, train_(loss, auc, f1, acc) = 0.179, 0.913, 0.882, 0.93, test_(loss, auc, f1, acc) = 0.639, 0.737, 0.668, 0.76
Evaluation at Epoch 145/150, train_(loss, auc, f1, acc) = 0.179, 0.921, 0.887, 0.93, test_(loss, auc, f1, acc) = 0.639, 0.745, 0.679, 0.76
Evaluation at Epoch 146/150, train_(loss, auc, f1, acc) = 0.178, 0.913, 0.881, 0.93, test_(loss, auc, f1, acc) = 0.639, 0.738, 0.669, 0.76
Evaluation at Epoch 147/150, train_(loss, auc, f1, acc) = 0.178, 0.919, 0.886, 0.93, test_(loss, auc, f1, acc) = 0.639, 0.744, 0.677, 0.76
Evaluation at Epoch 148/150, train_(loss, auc, f1, acc) = 0.178, 0.918, 0.886, 0.93, test_(loss, auc, f1, acc) = 0.639, 0.738, 0.669, 0.76
Evaluation at Epoch 149/150, train_(loss, auc, f1, acc) = 0.177, 0.918, 0.886, 0.93, test_(loss, auc, f1, acc) = 0.639, 0.739, 0.670, 0.76
